Id,SalePrice
1461,125590.0
1462,156750.0
1463,187190.0
1464,181380.0
1465,190617.2
1466,176299.0
1467,174760.0
1468,175018.5
1469,196705.0
1470,129035.0
1471,217785.0
1472,91640.0
1473,94135.0
1474,151435.0
1475,119740.0
1476,383262.5
1477,235362.4
1478,303817.2
1479,325052.6
1480,449179.4
1481,339406.8
1482,205371.0
1483,171156.4
1484,163063.5
1485,174730.0
1486,189088.9
1487,350923.8
1488,229811.3
1489,189940.0
1490,199206.4
1491,187375.0
1492,93290.0
1493,183090.0
1494,272500.0
1495,303210.0
1496,223200.0
1497,200719.0
1498,165030.0
1499,161640.0
1500,159709.9
1501,177460.0
1502,154770.0
1503,271900.2
1504,220382.1
1505,229729.0
1506,173560.0
1507,246427.4
1508,203440.0
1509,159720.0
1510,146195.0
1511,158392.5
1512,172575.0
1513,150350.0
1514,190015.0
1515,167110.0
1516,154590.0
1517,167465.0
1518,126420.5
1519,222258.0
1520,142750.0
1521,149777.5
1522,155950.0
1523,115770.0
1524,125950.0
1525,127390.0
1526,129375.0
1527,90190.0
1528,127080.0
1529,139050.0
1530,165850.0
1531,135550.0
1532,111050.0
1533,146340.0
1534,121727.6
1535,147080.0
1536,122521.4
1537,87930.0
1538,163230.0
1539,173300.0
1540,113290.0
1541,154380.0
1542,147490.9
1543,240082.8
1544,81000.0
1545,116045.0
1546,103520.0
1547,135140.0
1548,128450.0
1549,108315.8
1550,148090.0
1551,134530.0
1552,146720.0
1553,156120.0
1554,122740.0
1555,179990.0
1556,112795.2
1557,128435.9
1558,94530.0
1559,130750.0
1560,149730.0
1561,158450.5
1562,133080.0
1563,124985.0
1564,178183.7
1565,151215.0
1566,237792.2
1567,74528.3
1568,242687.0
1569,150685.0
1570,131770.0
1571,123890.0
1572,137590.0
1573,237413.0
1574,143070.0
1575,217350.0
1576,188700.0
1577,183394.0
1578,148215.0
1579,145572.0
1580,188514.0
1581,143282.5
1582,126865.0
1583,301937.9
1584,232010.0
1585,139850.0
1586,79640.0
1587,98380.0
1588,155092.5
1589,115177.6
1590,123157.5
1591,104317.1
1592,124083.0
1593,104500.0
1594,120810.0
1595,137370.0
1596,238302.4
1597,189515.0
1598,171315.0
1599,169740.0
1600,169650.7
1601,79580.0
1602,115460.0
1603,99390.0
1604,313750.0
1605,240233.0
1606,164790.0
1607,163162.9
1608,203203.9
1609,187340.0
1610,147450.0
1611,142440.0
1612,147353.2
1613,167375.0
1614,130640.0
1615,95600.0
1616,90440.0
1617,93100.0
1618,120117.1
1619,129425.8
1620,188200.0
1621,143020.0
1622,145490.0
1623,256223.0
1624,210300.0
1625,115950.0
1626,165540.0
1627,184230.0
1628,273342.6
1629,173570.0
1630,374792.8
1631,206144.6
1632,244519.9
1633,166720.0
1634,175600.0
1635,179730.0
1636,172060.0
1637,190900.0
1638,205950.0
1639,171055.5
1640,275068.6
1641,180980.0
1642,242745.0
1643,225481.3
1644,228386.6
1645,194290.0
1646,158250.0
1647,162896.5
1648,123500.0
1649,136830.0
1650,132840.0
1651,127065.0
1652,100150.0
1653,102350.0
1654,154350.0
1655,150971.5
1656,152350.0
1657,157250.0
1658,158650.0
1659,125550.0
1660,141840.0
1661,496702.8
1662,391248.5
1663,390797.0
1664,485195.3
1665,305103.1
1666,317445.7
1667,395574.2
1668,326000.1
1669,269000.0
1670,317670.7
1671,268858.6
1672,434077.9
1673,283682.6
1674,239580.0
1675,187935.0
1676,180835.0
1677,222008.0
1678,456782.8
1679,423914.0
1680,310201.3
1681,238874.0
1682,311519.3
1683,185735.0
1684,174091.0
1685,177890.0
1686,168798.0
1687,164030.0
1688,176640.5
1689,183281.9
1690,182847.0
1691,182563.0
1692,231263.0
1693,175190.0
1694,181770.0
1695,160140.0
1696,273593.6
1697,162160.0
1698,349057.0
1699,309150.5
1700,239250.0
1701,261304.3
1702,249504.6
1703,256295.9
1704,277854.1
1705,210255.6
1706,455788.7
1707,211644.0
1708,211980.1
1709,244161.3
1710,204099.0
1711,227775.6
1712,261154.6
1713,279837.4
1714,221268.0
1715,202430.0
1716,176700.0
1717,165927.9
1718,144975.0
1719,189265.0
1720,220740.6
1721,160680.0
1722,125327.5
1723,155040.0
1724,210926.0
1725,216520.0
1726,192349.0
1727,170734.5
1728,181199.0
1729,168193.8
1730,150650.0
1731,132150.0
1732,122528.3
1733,120088.3
1734,118928.3
1735,125040.0
1736,127140.0
1737,358200.0
1738,207615.0
1739,269350.0
1740,213027.7
1741,181359.5
1742,174570.0
1743,179830.0
1744,293240.0
1745,241296.8
1746,180023.0
1747,203490.0
1748,224062.4
1749,169530.0
1750,145465.0
1751,233450.0
1752,121100.0
1753,143980.5
1754,197900.0
1755,170025.0
1756,124008.3
1757,118390.0
1758,146450.0
1759,161990.0
1760,159925.0
1761,159300.0
1762,173685.0
1763,160130.0
1764,117200.0
1765,174690.0
1766,163050.0
1767,213250.0
1768,135900.0
1769,166269.0
1770,137300.0
1771,142815.0
1772,133515.0
1773,138857.8
1774,137532.5
1775,139400.0
1776,120940.0
1777,100189.3
1778,140540.0
1779,98899.3
1780,157513.5
1781,131190.0
1782,95050.0
1783,132140.0
1784,95740.0
1785,115213.6
1786,151830.0
1787,170085.0
1788,81875.0
1789,92025.0
1790,82140.0
1791,157441.0
1792,165015.0
1793,148050.0
1794,141111.0
1795,140533.4
1796,96049.3
1797,114108.3
1798,114300.0
1799,96635.0
1800,131844.3
1801,131790.0
1802,128100.0
1803,165905.0
1804,143678.0
1805,137680.0
1806,136825.0
1807,133740.0
1808,110910.0
1809,126407.6
1810,139230.0
1811,123257.5
1812,115720.0
1813,119192.5
1814,94457.6
1815,79000.0
1816,86990.0
1817,123173.4
1818,147690.0
1819,127930.0
1820,76580.0
1821,107490.0
1822,146490.0
1823,82280.0
1824,133240.0
1825,126090.0
1826,96100.0
1827,103464.2
1828,147250.0
1829,107215.1
1830,141440.0
1831,160230.0
1832,125440.5
1833,152640.0
1834,121740.0
1835,164235.9
1836,128085.9
1837,113390.0
1838,138930.0
1839,84275.0
1840,168013.7
1841,159740.0
1842,106170.0
1843,143345.0
