Id,SalePrice
1461,115478.1882910686
1462,159411.06481000985
1463,183356.36643736012
1464,200732.59769104712
1465,191182.96324748555
1466,170564.87889629902
1467,180424.1791864975
1468,162871.36621382143
1469,191623.99206915943
1470,121752.03634305763
1471,196518.5704116129
1472,106518.09089436654
1473,100745.9418663278
1474,146816.27226772704
1475,120580.26035896083
1476,359970.605976378
1477,250451.8667570215
1478,269166.51763245865
1479,266656.44057755155
1480,510007.1456044685
1481,321147.11617682164
1482,211498.2108168724
1483,178661.88421922066
1484,173756.93869048564
1485,186807.02873040843
1486,200285.35215955868
1487,318030.34472494706
1488,233655.38117019297
1489,200454.6741418213
1490,229037.18105590102
1491,200522.81474060204
1492,88096.72846758954
1493,187684.75544159467
1494,291566.63959033834
1495,291255.12128415395
1496,239778.0140419613
1497,182632.63945305895
1498,167602.03885493195
1499,166506.03964395614
1500,157876.34784364523
1501,177091.61334247352
1502,156299.85903133664
1503,280068.4826266439
1504,250847.83921174932
1505,230698.0978501749
1506,184502.66936029054
1507,273232.58191454934
1508,203369.81630760725
1509,155616.5247456126
1510,146663.22880494036
1511,152862.12982792206
1512,172968.2937838671
1513,143797.61718851398
1514,151523.51961167244
1515,193032.3424217114
1516,157699.69073118892
1517,172421.6773244403
1518,132670.45314660316
1519,234690.65264085375
1520,131889.7462271829
1521,133171.4476890622
1522,177349.41171044027
1523,112880.56910197696
1524,111850.13584414084
1525,125021.98464646171
1526,114771.2039696887
1527,107029.7529542045
1528,142862.77583671262
1529,147797.0664787834
1530,186047.3692825742
1531,104540.19383531311
1532,88858.55319669977
1533,143059.8394799164
1534,119224.0574186003
1535,154381.49546676563
1536,112984.99498335936
1537,73120.09216999337
1538,143004.6910007883
1539,187459.36406272312
1540,100107.34818480842
1541,129527.9149902634
1542,150347.04187875317
1543,190474.64267869864
1544,85315.8973515171
1545,114524.41612691652
1546,135030.71043317195
1547,123491.6038190612
1548,131119.5862099999
1549,123603.04568371798
1550,137884.6306122525
1551,111641.92217800971
1552,139664.82538252
1553,136877.30525764107
1554,123513.06552875983
1555,162893.12986616782
1556,91138.86360529478
1557,109798.13066907227
1558,109920.7714394878
1559,93164.0970193639
1560,125466.6311926333
1561,126732.91214655038
1562,131682.35628999025
1563,123594.57004729063
1564,164984.77323136383
1565,152545.22395369914
1566,224462.0117535885
1567,82818.51758923347
1568,243943.38195068846
1569,141701.06821549972
1570,137287.25456794945
1571,116369.74977281682
1572,145215.39501297206
1573,233401.98683721683
1574,139307.3834294762
1575,237746.93490173324
1576,252699.00904584446
1577,185856.52330102047
1578,136503.3098600198
1579,150499.17905858855
1580,191407.8424950566
1581,147190.5317492256
1582,118176.21905948315
1583,316001.61110894306
1584,227063.7203116107
1585,145087.85007496979
1586,72779.32292066157
1587,101838.62253490489
1588,154196.89861538925
1589,97400.50996217238
1590,137712.2053443496
1591,93521.30678493035
1592,112425.69653233969
1593,111781.53144473844
1594,112299.21817573122
1595,120616.9725293414
1596,239860.28844190764
1597,195796.66428437436
1598,222501.10613372148
1599,166622.33704252905
1600,165642.22837374252
1601,69290.8238104784
1602,117195.16475839983
1603,79762.39993508511
1604,279132.191253911
1605,252174.4752283528
1606,169878.65585265364
1607,181304.48526418832
1608,219301.09287957745
1609,183719.9124793879
1610,146983.16784932758
1611,132698.05048249644
1612,172659.478329618
1613,169238.80640391112
1614,125160.86121497075
1615,87652.06346152435
1616,82409.57458793165
1617,93382.22681829074
1618,123624.56513575002
1619,139110.3065772628
1620,194780.0229384401
1621,140244.28949554826
1622,149298.0601498198
1623,291927.7573245543
1624,228842.44184872237
1625,123175.68323285099
1626,177184.41719813045
1627,196302.23171308223
1628,287591.1011415296
1629,175779.19856485745
1630,374083.41779565933
1631,212934.3569638421
1632,236600.25736805337
1633,172773.8332910031
1634,183428.55695997254
1635,174407.99918575102
1636,150877.4857492924
1637,193572.25067099082
1638,179056.5462324317
1639,183117.175208041
1640,249991.3581338023
1641,186246.510779293
1642,233994.27552290197
1643,217501.74674082678
1644,234218.59972468013
1645,195051.9736638139
1646,158187.35305699732
1647,158419.497451975
1648,125923.67094532684
1649,131174.55193711823
1650,111479.35407908945
1651,122877.36568490637
1652,104161.51771736532
1653,104253.20573383808
1654,141717.64336488204
1655,146431.48053088627
1656,140214.0407851171
1657,144234.53914027335
1658,143099.17608527502
1659,127195.53383525275
1660,153899.5753613237
1661,441736.20571836625
1662,411092.30424368713
1663,390770.4119250268
1664,548130.4000454596
1665,304914.91284609254
1666,331832.11969485064
1667,364449.91616450454
1668,343001.1239961638
1669,290853.22881122463
1670,347036.8321417571
1671,273478.6571439164
1672,442461.8994297632
1673,291403.52322741726
1674,243108.56835107386
1675,204207.68700972715
1676,205989.81048691348
1677,234826.9585724374
1678,490788.11195821245
1679,378195.82591973705
1680,334205.40537593333
1681,246972.7966288857
1682,305237.9445898134
1683,190568.4534000629
1684,178056.86095178247
1685,176804.74027056486
1686,177741.24911856098
1687,174774.16347151602
1688,194408.4919768743
1689,200831.48023637553
1690,199947.61354033832
1691,188257.50337462634
1692,249188.39207540185
1693,170180.12128597606
1694,178821.42916457474
1695,164729.18777383203
1696,279547.58520283364
1697,164495.8890463276
1698,359322.67267261003
1699,321858.30653216323
1700,259051.29017171124
1701,267315.4730349249
1702,254743.42675411733
1703,245343.68544820303
1704,288617.9760323764
1705,236102.79844175946
1706,452063.78346682695
1707,212650.90918789923
1708,210980.55963835196
1709,286535.6317561602
1710,221464.74688996322
1711,265427.60380628594
1712,261632.01991566125
1713,275194.54288132524
1714,229887.59951329365
1715,207423.069171648
1716,176597.34802484515
1717,174022.4268808504
1718,133896.0694677597
1719,213720.92537608204
1720,253686.04779143556
1721,169243.9446913335
1722,122667.20212202765
1723,158078.63273665126
1724,215912.1694339839
1725,242511.77720074638
1726,185395.11170123148
1727,156758.54818631028
1728,184151.0642591845
1729,154672.3082873316
1730,143670.4987828511
1731,122954.1805779304
1732,128153.68742808254
1733,115692.48610199198
1734,112193.47353761438
1735,125962.04559596727
1736,112871.99358915967
1737,273969.9053763302
1738,234719.7340573546
1739,245526.737255912
1740,235230.5209742488
1741,208833.65507005205
1742,170610.96254551702
1743,178663.4786934643
1744,302771.5507766424
1745,221506.76861471715
1746,206436.468816736
1747,217424.00630648813
1748,225615.25286512237
1749,150236.28055090542
1750,132458.95362311933
1751,246367.84824418605
1752,116742.0957656218
1753,150739.29319097562
1754,202126.56902249373
1755,164464.0852237799
1756,122105.28642049493
1757,114053.30410856502
1758,140538.1051347906
1759,150856.76823058812
1760,164891.4584410129
1761,150615.50910009493
